"",".imp","H0_g1","H1_g1","H0_g2","H1_g2","p01","p11","beta1","beta2","tau2","bias_b0CC","bias_b1CC","omv_bias_b0","omv_bias_b1"
"58",58,0.296296296296296,0.2,0.459016393442623,0.384615384615385,0.037037037037037,0.55,0.471511262512636,-0.305644316541358,0.0605396099232061,0.0643872250666733,0.0550582229532341,-0.0113201598719021,-0.156784214225845
"59",59,0.283018867924528,0.238095238095238,0.431034482758621,0.5,0.0943396226415094,0.523809523809524,0.288320086499895,-0.0888681749256037,0.0643886937726106,0.0632822925285125,0.067413877894374,-0.0083837900873211,-0.0381662063022808
"60",60,0.309090909090909,0.157894736842105,0.467741935483871,0.333333333333333,0.0727272727272727,0.421052631578947,0.358522735653015,-0.176517755225776,0.0577896003083214,0.0657784245846323,0.042319318128479,-0.012837654925511,-0.0614856104327104
"61",61,0.296296296296296,0.2,0.440677966101695,0.466666666666667,0.0555555555555556,0.6,0.271567126597066,-0.0188045451100589,0.0610372449937407,0.0646281980641662,0.0552034267965245,-0.00104469695055883,-0.0102380301154765
"62",62,0.24,0.333333333333333,0.431034482758621,0.5,0.1,0.458333333333333,0.325711452069946,-0.260827899395195,0.0542583916523269,0.0496899609199909,0.0903392490248628,-0.0260827899395195,-0.0934633306166116
"63",63,0.254901960784314,0.304347826086957,0.4,0.578947368421053,0.137254901960784,0.521739130434783,0.268266723254212,-0.103511486369636,0.0609218241955638,0.05555117597518,0.0853672313128533,-0.0142074589134794,-0.0397985339750262
"64",64,0.296296296296296,0.2,0.431034482758621,0.5,0.0925925925925926,0.55,0.202422350740983,0.0453344714097882,0.0655949428737401,0.066835201116887,0.0565333074418366,0.00419763624164705,0.0207363230337365
"65",65,0.269230769230769,0.272727272727273,0.431034482758621,0.5,0.0769230769230769,0.545454545454545,0.307918763359755,-0.179129284656578,0.0609716943240192,0.0586958182342493,0.0762242452507151,-0.0137791757428137,-0.0839277067971379
"66",66,0.254901960784314,0.304347826086957,0.476190476190476,0.272727272727273,0.0392156862745098,0.391304347826087,0.255092604921073,-0.146941592131976,0.0633405293022189,0.0565587739256603,0.086497305838557,-0.00576241537772454,-0.0517364685000051
"67",67,0.309090909090909,0.157894736842105,0.440677966101695,0.466666666666667,0.0727272727272727,0.578947368421053,0.309433508476607,-0.0798980737968645,0.0609541812954991,0.0673770018200223,0.0430201487782085,-0.00581076900340833,-0.0404460105631975
"68",68,0.269230769230769,0.272727272727273,0.45,0.428571428571429,0.0576923076923077,0.5,0.335155625043332,-0.241853681417335,0.0649226475340249,0.0604342504288312,0.0778593452116897,-0.0139530970048462,-0.106973743703821
"69",69,0.269230769230769,0.272727272727273,0.431034482758621,0.5,0.0961538461538462,0.5,0.228560053011011,0.0247911920642043,0.0620237861577652,0.0591587420448398,0.0766596529168812,0.00238376846771195,0.0100118275643902
"70",70,0.296296296296296,0.2,0.459016393442623,0.384615384615385,0.0555555555555556,0.5,0.215888914292942,0.0238575625576812,0.0650355492546916,0.0665643223843738,0.0563700832074379,0.0013254201420934,0.0106033611367472
"71",71,0.321428571428571,0.111111111111111,0.45,0.428571428571429,0.0714285714285714,0.555555555555556,0.32245825210164,-0.0525822873424595,0.0583969389043999,0.0687230749980472,0.0291565852000882,-0.00375587766731854,-0.0254565041896034
"72",72,0.296296296296296,0.2,0.459016393442623,0.384615384615385,0.0555555555555556,0.5,0.319368387446805,-0.115085329031617,0.0594872223399022,0.0638776207290998,0.0547511490937436,-0.00639362939064539,-0.0511490351251631
"73",73,0.254901960784314,0.304347826086957,0.410714285714286,0.555555555555556,0.0980392156862745,0.565217391304348,0.312074890600847,-0.180069313732989,0.0598349718189496,0.0550984088213265,0.0848594289434645,-0.017653854287548,-0.0841244534745765
"74",74,0.254901960784314,0.304347826086957,0.431034482758621,0.5,0.0588235294117647,0.565217391304348,0.297998884196261,-0.159996960814939,0.0633525676748396,0.0565637889394983,0.0865029304424793,-0.00941158593029053,-0.0810214788781533
"75",75,0.309090909090909,0.157894736842105,0.459016393442623,0.384615384615385,0.0363636363636364,0.578947368421053,0.350240472072038,-0.196620296360536,0.0609287681385146,0.0673641644509047,0.0430145207600306,-0.00714982895856494,-0.106682974197535
"76",76,0.283018867924528,0.238095238095238,0.45,0.428571428571429,0.0754716981132075,0.476190476190476,0.34616775842323,-0.315124001241808,0.0573153841914476,0.060010624472558,0.0648984790417329,-0.0237829434899478,-0.126276104720437
"77",77,0.269230769230769,0.272727272727273,0.45,0.428571428571429,0.0576923076923077,0.5,0.305285098130246,-0.19744546303795,0.0630425670101925,0.059607008915882,0.0770812748505014,-0.0113910844060356,-0.0873316471129394
"78",78,0.24,0.333333333333333,0.459016393442623,0.384615384615385,0.04,0.458333333333333,0.195173065135519,-0.111161207008062,0.0652137227077242,0.0539869863641377,0.0959961196369914,-0.00444644828032247,-0.0465024382650392
"79",79,0.269230769230769,0.272727272727273,0.459016393442623,0.384615384615385,0.0769230769230769,0.409090909090909,0.271391101161273,-0.0455480223639484,0.0609291332705706,0.0586770912330378,0.0762066313805593,-0.00350369402799603,-0.0151295878481647
"80",80,0.296296296296296,0.2,0.410714285714286,0.555555555555556,0.0555555555555556,0.75,0.370931761756957,-0.291478113107243,0.0609911199027823,0.0646058626178,0.0551899680576296,-0.0161932285059579,-0.202415356324474
"81",81,0.254901960784314,0.304347826086957,0.440677966101695,0.466666666666667,0.117647058823529,0.391304347826087,0.0759952426635356,0.10782949991462,0.0647931116152469,0.0571638989396539,0.0871759856263179,0.012685823519367,0.0295083286211363
"82",82,0.283018867924528,0.238095238095238,0.45,0.428571428571429,0.0377358490566038,0.571428571428571,0.435123667669159,-0.240330564051596,0.0572402736321887,0.0599758830527781,0.0648717683467728,-0.00906907788873946,-0.128262672997887
"83",83,0.269230769230769,0.272727272727273,0.45,0.428571428571429,0.0384615384615385,0.545454545454545,0.316026475229093,-0.249236975617968,0.0630430088155238,0.0596072033116571,0.0770814576914113,-0.009586037523768,-0.126361403722396
"84",84,0.333333333333333,0.0588235294117647,0.440677966101695,0.466666666666667,0.087719298245614,0.588235294117647,0.374989708861735,-0.131613055310285,0.05881119614405,0.0714940472942908,0.0143314753351608,-0.0115450048517794,-0.0658744394483883
"85",85,0.296296296296296,0.2,0.440677966101695,0.466666666666667,0.0740740740740741,0.55,0.223494287241988,0.0255934713939332,0.0628827238208339,0.0655218460224918,0.0557419150066041,0.0018958126958469,0.0121805965708164
"86",86,0.283018867924528,0.238095238095238,0.410714285714286,0.555555555555556,0.113207547169811,0.571428571428571,0.183366550840761,0.120686823513777,0.0563962287271135,0.0595854809754988,0.0645716104699766,0.0136626592657106,0.0553012398850193
"87",87,0.296296296296296,0.2,0.4,0.578947368421053,0.111111111111111,0.65,0.237424104826399,0.0170551519132321,0.063274110957052,0.0657113699065166,0.055856116998703,0.00189501687924802,0.00919083186435288
"88",88,0.283018867924528,0.238095238095238,0.388888888888889,0.6,0.150943396226415,0.571428571428571,0.254182594411426,0.0111240733434107,0.0595079453366515,0.0610247653322475,0.0656781940712686,0.00167910541032614,0.00467750792876569
"89",89,0.321428571428571,0.111111111111111,0.440677966101695,0.466666666666667,0.0535714285714286,0.666666666666667,0.412596665958966,-0.166361296090276,0.0580355982781568,0.0685332591591323,0.0291047176233735,-0.00891221229055049,-0.1019953184363
"90",90,0.269230769230769,0.272727272727273,0.440677966101695,0.466666666666667,0.0769230769230769,0.5,0.251789998102846,-0.0924780556537543,0.0635151652737182,0.0598149536807898,0.0772768593996402,-0.00711369658875033,-0.0391253312381268
"91",91,0.283018867924528,0.238095238095238,0.45,0.428571428571429,0.0754716981132075,0.476190476190476,0.196354672176799,-0.0988205457158693,0.0672018147888557,0.0645834653473714,0.0684142754162707,-0.00745815439365052,-0.039599248328192
"92",92,0.269230769230769,0.272727272727273,0.459016393442623,0.384615384615385,0.0384615384615385,0.5,0.220052546446722,-0.181754758626661,0.0636381748274788,0.0598690782824067,0.0773277668404178,-0.00699056763948697,-0.0838868116738437
"93",93,0.269230769230769,0.272727272727273,0.467741935483871,0.333333333333333,0.0769230769230769,0.363636363636364,0.165639298545805,-0.0240345504439625,0.0652184972246131,0.0605644252498271,0.0779817824545075,-0.0018488115726125,-0.00689102495246478
"94",94,0.296296296296296,0.2,0.467741935483871,0.333333333333333,0.0555555555555556,0.45,0.125600843690754,0.0331822448688095,0.0656999519605177,0.0668860503353266,0.0565639478124282,0.00184345804826719,0.0130885521426971
"95",95,0.208333333333333,0.384615384615385,0.4,0.578947368421053,0.1875,0.384615384615385,0.12657827856244,0.20714835001237,0.0564312542334681,0.0438734600456217,0.105990333496699,0.0388403156273194,0.0408321266851307
"96",96,0.309090909090909,0.157894736842105,0.459016393442623,0.384615384615385,0.0545454545454545,0.526315789473684,0.29357452888619,-0.0733614822727537,0.0608698202083241,0.0673343871060816,0.0430014661040168,-0.00400153539669566,-0.0346097710626484
"97",97,0.309090909090909,0.157894736842105,0.45,0.428571428571429,0.0363636363636364,0.631578947368421,0.511430278572019,-0.305117047946711,0.0574595924522072,0.065611722247602,0.0422462343233391,-0.0110951653798804,-0.181610338586463
"98",98,0.269230769230769,0.272727272727273,0.388888888888889,0.6,0.134615384615385,0.590909090909091,0.17527951012503,0.100229656969149,0.0592530404175179,0.0579396049551754,0.0755129812123731,0.0134924538227701,0.045734161659
"99",99,0.254901960784314,0.304347826086957,0.440677966101695,0.466666666666667,0.0784313725490196,0.478260869565217,0.211226248976494,0.00500752613804689,0.0636104087272343,0.0566712018337894,0.0866233996986074,0.000392747148082109,0.00200215665707075
"100",100,0.333333333333333,0.0588235294117647,0.440677966101695,0.466666666666667,0.140350877192982,0.411764705882353,0.310448962452329,-0.0898637767837113,0.0597815709479499,0.0720226744076356,0.0143864756435367,-0.0126124598994682,-0.024390271717354
"101",101,0.24,0.333333333333333,0.421052631578947,0.529411764705882,0.06,0.583333333333333,0.28586152022206,-0.236316569193291,0.0687354095157488,0.0553683027062799,0.0978145700798579,-0.0141789941515975,-0.123672337877822
"102",102,0.254901960784314,0.304347826086957,0.440677966101695,0.466666666666667,0.117647058823529,0.391304347826087,0.289787194723448,-0.109715191901894,0.061243395171369,0.0556851378439766,0.0855174766515526,-0.0129076696355169,-0.0300243619782677
"103",103,0.224489795918367,0.36,0.365384615384615,0.636363636363636,0.0816326530612245,0.72,0.34225364569162,-0.200120436543365,0.0628970937965494,0.0496480993181785,0.10264231875153,-0.0163363621668053,-0.127750352144418
"104",104,0.269230769230769,0.272727272727273,0.459016393442623,0.384615384615385,0.0576923076923077,0.454545454545455,0.171783942392837,0.143165859916055,0.0614504842556761,0.0589064873531662,0.0764223922185367,0.00825956884131089,0.0568158220296234
"105",105,0.254901960784314,0.304347826086957,0.421052631578947,0.529411764705882,0.0588235294117647,0.608695652173913,0.277950404588742,-0.107312862269498,0.0623612186061396,0.0561508070976506,0.0860397494099774,-0.00631252130997046,-0.0590083513758108
"106",106,0.296296296296296,0.2,0.431034482758621,0.5,0.0555555555555556,0.65,0.412852906100709,-0.242557126647939,0.0598074908188923,0.0640327063730875,0.0548445995291886,-0.0134753959248855,-0.144186736396275
"107",107,0.24,0.333333333333333,0.410714285714286,0.555555555555556,0.06,0.625,0.326208137160606,-0.190265862097879,0.0626852633764443,0.0529952450807333,0.094690529946205,-0.0114159517258727,-0.107500212085301
"108",108,0.309090909090909,0.157894736842105,0.440677966101695,0.466666666666667,0.109090909090909,0.473684210526316,0.291953897902577,-0.0507304968627344,0.0627704327190578,0.0682944749993183,0.0434223772787279,-0.00553423602138921,-0.0184959993346429
"109",109,0.309090909090909,0.157894736842105,0.440677966101695,0.466666666666667,0.0727272727272727,0.578947368421053,0.222304908445628,-0.0927692399265533,0.0634924370042036,0.0686591929884501,0.0435822729282046,-0.00674685381284024,-0.046961653513059
"110",110,0.309090909090909,0.157894736842105,0.476190476190476,0.272727272727273,0.0363636363636364,0.473684210526316,0.326790803004264,-0.117376370830331,0.0605237990049709,0.0671595956815979,0.0429248359701227,-0.00426823166655748,-0.0513311018846518
"111",111,0.309090909090909,0.157894736842105,0.459016393442623,0.384615384615385,0.0363636363636364,0.578947368421053,0.389928917832691,-0.164642650372631,0.0589682246989649,0.0663738026544596,0.0425803372336397,-0.00598700546809569,-0.0893324236950068
"112",112,0.296296296296296,0.2,0.440677966101695,0.466666666666667,0.0555555555555556,0.6,0.312593574557234,-0.0758049972829731,0.0622297011415774,0.065205628694235,0.0555513709545501,-0.00421138873794295,-0.0412716096318409
"113",113,0.333333333333333,0.0588235294117647,0.440677966101695,0.466666666666667,0.140350877192982,0.411764705882353,0.312259253131561,-0.0645806383311862,0.0598025034995613,0.0720340777481683,0.0143876620890102,-0.00906394923946472,-0.0175280783086708
"114",114,0.283018867924528,0.238095238095238,0.440677966101695,0.466666666666667,0.0566037735849057,0.571428571428571,0.303117178810048,-0.0627970103956437,0.0596178543726693,0.0610756023383298,0.0657172797439543,-0.00355454775824398,-0.0323294581821238
"115",115,0.283018867924528,0.238095238095238,0.45,0.428571428571429,0.0754716981132075,0.476190476190476,0.16063704040704,0.00792605828337056,0.0650637490841049,0.0635945306503246,0.0676539399666639,0.000598193077990231,0.00317612039028147
"116",116,0.24,0.333333333333333,0.431034482758621,0.5,0.1,0.458333333333333,0.21856364472504,-0.0158655816305824,0.0634567421959513,0.0532978433409117,0.0950888890500861,-0.00158655816305824,-0.00568516675095871
"117",117,0.321428571428571,0.111111111111111,0.377358490566038,0.619047619047619,0.196428571428571,0.555555555555556,0.240886785709432,0.0622971379890576,0.0632212126874758,0.0712573141861807,0.029849071381723,0.0122369378192792,0.0223725832857528
"118",118,0.296296296296296,0.2,0.421052631578947,0.529411764705882,0.111111111111111,0.55,0.182142657795013,0.094419320241482,0.0621118000562727,0.0651485367012952,0.0555169688560485,0.0104910355823869,0.0414395905504282
"119",119,0.269230769230769,0.272727272727273,0.467741935483871,0.333333333333333,0.0576923076923077,0.409090909090909,0.25251760376715,-0.00987099937607294,0.0628335335682465,0.0595150335251578,0.0769947664676882,-0.000569480733234977,-0.0034686553751585
"120",120,0.254901960784314,0.304347826086957,0.440677966101695,0.466666666666667,0.0588235294117647,0.521739130434783,0.148056941036611,0.11548924169309,0.0624433829300465,0.0561850355797187,0.0860781384674584,0.0067934848054759,0.0534617717300495
